package,url,status
asia.coins.mobile,https://coins.ph/privacy,success
com.vconnecta.ecanvasser.us,https://www.ecanvasser.com/privacy.html,success
com.astrobix.gemstoneexplorer,,not found
jp.co.rensa.chie.fortune,,not found
com.utdailybeacon.com.android,https://www.utdailybeacon.com/site/privacy.html,success
com.mickeymuller.notepadtospeech,https://mickeymuller.com/notepad_reader/privacy_policy.php,"url found, download failed"
com.minidragon.dw,https://www.minidragon.net/privacy-policy,success
com.carat.camera,https://docs.google.com/document/d/15Xm0w72ipeCGZLRWrb6Hv0eoyZCLpDpPtU3hiGsFD2o/edit?usp=sharing,success
com.CantoJilguero.dosendev,,not found
com.stt.android,https://community.sports-tracker.com/en/privacy-policy,success
io.pushpay.harvestchristianfellowship,https://pushpay.com/legal-center/privacy/,success
com.remitly.androidapp,https://www.remitly.com/home/policy,success
gameclub.fireballse,,not found
com.nike.plusgps,https://www.nike.com/help/a/privacy-global,success
com.thestar.www,https://www.thestar.com/about/privacy-anti-spam-notice-with-privacy-policy-and-terms-of-use-for-google-play-store.html,success
co.amy.lpsvl,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,success
com.hmbl.charging.animation.wallpaper.chager.mobile,,not found
com.StudioSogae.TowerMerge,,not found
com.trainerize.byronbfitt,https://www.trainerize.com/privacy.aspx,success
com.globalteknodev.jesuswallpaper,,not found
cz.kb.paatproduction,https://www.kb.cz/cs/ochrana-osobnich-udaju,success
com.toguna.app,https://share.toguna.io/terms-conditions/,success
com.gemstone.legends.rpg.adventure.game,https://terms.fun-crafters.com/privacy-policy?game=gemstone,success
com.neewerpro.neewerapp,http://apppro.erpq7.com:8020/NEEWER_Pro_privaty_en.html,success
com.ifeel.ifeeluserchat,https://ifeelonline.com/en/privacy-policy-web-app/,success
com.disney.disneyplus,https://privacy.thewaltdisneycompany.com/en/current-privacy-policy/,success
com.WCR.DXLEGENDHEROGANWU,,not found
air.com.unit9.bkFrApp,https://www.burgerking.fr/page/donnees-personnelles,success
com.twc.wva,https://sites.google.com/view/foodmaze,success
com.granni.dressup,,not found
co.amy.rgdlf,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,success
com.omega.poikey,https://www.omega-inc.co/privacypolicy,success
com.tailoredapps,https://www.kleinezeitung.at/datenschutz,success
com.flexcab.user,,not found
hk.gov.immd.mobileapps,https://www.immd.gov.hk/mobile_app_privacy_policy.html,success
com.zhipu.medicine,,not found
com.tlab.education,,not found
com.joshdeboer.itcbattles,,not found
com.aims.games.stressrelease,,not found
com.mobileiron.anyware.android,https://www.ivanti.com/company/legal/privacy-policy,success
com.funeasylearn.italian,https://www.funeasylearn.com/privacy,success
com.wSaveLaptopfromLiquidDamage_15970501,,not found
com.tonestro.flute,https://tonestroauth0redirect.blob.core.windows.net/prod/privacypolicy.html,success
com.geargames.aow,http://gear-games.com/privacy/,success
com.mobirix.ludo,http://mobirix.com/policykr.html,"url found, download failed"
com.stash.stashinvest,https://www.stash.com/theprivacypolicy,success
com.NamasteStudios.SkyStacker,,not found
com.zalora.android,https://www.zalora.sg/privacy-policy/,success
com.funeasylearn.phrasebook.swedish,https://www.funeasylearn.com/privacy,success
com.albarakat.scooby_doo_cartoon_video_film_comedy_atfal_rossom_motaharika,,not found
com.game.gearpuzzle3d,https://aigames.ae/policy#privacy,success
puzzlegame.buildfun.jewelmatch,https://buildfun.cn/PrivacyPolicy.html,success
com.zetaGames.GravityBallZETA,,not found
com.JohnWright.ThriveXSurvival,,not found
com.bob.tallking.game,https://www.gravity-code.com/privacy_policy,success
sistemavitto.tocadagula,,not found
com.egyking.ancientgreece,,not found
scaryglitchcamera.glitchcamera.scarycamera.scaryghostcamera,,not found
com.superiptv.superiptviptvbox,,not found
com.bubblingiso.uscitizenshiptestspanish,http://vzincapps.blogspot.com/2018/01/privacy-policy.html,success
com.summerseger.WallpaperIndahIndrianaTerbaru,,not found
air.cn.kx.yttx.anzhi,,not found
de.appack.project.sc_sand,https://cdn.appack.de/sc-sand/workspace/Datenschutzerklearung.html,success
com.inetsgi.theandersons,http://www.andersonsinc.com/privacy,success
air.com.buffalo_studios.newflashbingo,https://www.playtika.com/privacy-policy,success
com.justaguyproduction.epicbongo,,not found
com.aarudhra.windenergy,,not found
com.EmisaGames.FallMonsters,https://emisagames.com/fall-monsters-privacy-policy/,success
com.classicart.photo.frames.brokenheart,,not found
it.erickson.involoconlamatematica,https://www.erickson.it/it/informative/informativa-apps,success
com.projectjo.pabit,https://app.pabit.co/privacypolicy,"url found, download failed"
com.QuantumVacuum.JellyRide,,not found
com.paydue.android,,not found
com.hgamesart.hurricanehero,https://docs.google.com/document/d/1vMYSljDrd4uaMWwytIwo8gWk4FdNo050yFFnZOObFII,success
com.nomadicbeargames.dirtrace,https://superdevilbear.net/privacy.html,success
com.tcgplayer.tcgplayer,https://help.tcgplayer.com/hc/en-us/articles/11736500567959,success
com.lenovo.browser,,not found
com.oreon.gianthunter,,not found
com.coink.app,https://coink.com/personas/politica-de-uso-y-proteccion-de-datos/,success
com.gamesjust.contract.commando.battle.game.free,,not found
com.tapsarena.wordgame,,not found
com.h2kresearch.preciousHangul,http://www.sojunghangeul.com/home/privacy,success
me.chayan.foodmartplus,,not found
com.andromo.dev529694.app584097,,not found
de.gopizzago.lieferservice.oelsnitz.app44674,,not found
com.rnr.main,https://www.equentis.com/privacy-policy-and-legal-disclaimer,success
com.eiffage.sante,,not found
misplayer.games.archery,http://deardreamgame.com/privacy.html,success
com.infolink.limeiptv,https://static-iptv2021.cdnvideo.ru/572aecd6-static/policy/privacypolicylimehd.html,success
com.livelink.isf,,not found
io.supercent.spinminer,https://corp.supercent.io/PrivacyPolicy,success
jp.co.lifewonders.liveahero,https://www.lifewonders.co.jp/privacy/,success
com.wave.keyboard.theme.speedometeranimatedkeyboard,https://www.livewallpapers.com/policy/com.wave.keyboard.theme.speedometeranimatedkeyboard,success
com.rsl.luxurycab.passenger,https://royalsmartlimousine.com/privacyUrl,"url found, download failed"
nl.weerplaza.app,https://www.infoplaza.nl/over-infoplaza/disclaimer-privacy/,success
com.Marugemon.SheepoSnake,,not found
com.lip.flexapp,,not found
com.xtplDevelopers.Fanny,,not found
com.aghani.etabmaghnia.songstorekk,,not found
com.sontung.esven,https://sontung.app/privacy/,success
com.mintgames.memorycolor,https://www.firedragongame.com/privacy.html,success
mobi.infolife.ezweather.widget.weatherlive,,not found
com.mobincube.patsi.sc_5RVUJH,,not found
com.get_well_soon_messages.mymobi_apps,https://265661.hostmypolicy.com/,success
uk.co.birleybitess,,not found
com.nineyi.shop.s000369,https://appservice.91app.com/MyAccount/AppPrivacy?shopId=000369,success
com.dragoma.arru,https://dragomacom.blogspot.com/p/dragoma-privacy-policy.html,success
com.KayTxApps.SlimeBlockRobotsMCPE,,not found
loyalty.skyjoy.vn,https://skyjoy.vn/terms-conditions/,success
com.subsplash.thechurchapp.s_MHQ94H,http://www.subsplash.com/legal/privacy,success
com.kangfao.thebestwallpapercoffee2020,,not found
com.infraredstudios.bread,,not found
jp.co.tanukitech.firechief,https://tanuki-tech.co.jp/terms/,success
com.smartremote.acremote.electroluxac.remotecontrol,https://sites.google.com/view/rma22/home,success
co.shield.zwfea,https://privacy-policy.courses.store/zwfea?defaultLanguage=EN,success
com.king.candycrushsaga,https://king.com/privacyPolicy,success
com.notifeyelegal,,not found
com.fitnessmobileapps.newimage,https://www.mindbodyonline.com/privacy-policy,success
com.tushar.storysplitter,https://tusharpingale.in/story-cutter/privacy-policy.html,success
com.wangcheng.otj,,not found
br.com.kidy.artes.android,https://www.kidy.com.br/PoliticadePrivacidade,success
com.syntecx.whereworkssecurity,https://where.works/privacy-policy/,success
co.tapcart.app.id_7ToFOftMXH,,not found
co.lily.vdcfd,https://privacy-policy.courses.store/vdcfd?defaultLanguage=EN,success
com.gamezfeat.Commando.Fighter,,not found
com.gamingstorm.hungry.sharkattack.freeangry.sharkgames,,not found
com.animal.robot.gun.shooting.game,,not found
com.m360.android.masterchange,,not found
com.taksina4best.cakepoppiessweetlinksoda,,not found
com.pitchin,,not found
com.mvl.CasinoArizona,,not found
com.subsplashconsulting.s_TXJGVW,http://www.subsplash.com/legal/privacy,success
es.lfp.laligatv,https://www.laligaplus.laliga.com/help/privacy-policy,"url found, download failed"
com.intuitionsoftech.hoppingbird,,not found
com.pressmatrix.morawalesezirkel,https://www.morawa-kiosk.com/datenschutz,success
com.ronald.blue.oreo.iconpack.p2,https://raw.githubusercontent.com/RonaldD7/policy04/master/Oreo%20Blue%20Icon%20Pack%20P2%20v1.0%20(Free),success
com.EDiiLab.CastleofVaruc,,not found
com.netvirta.verifyt.consumer,https://backend.verifyt.com/static/verifyt-privacy.html,success
com.lobstr.client,https://lobstr.co/privacy/,success
com.pacesettertechnology.android.golfer.dc_ranch,https://pacesettertechnology.com/privacy,success
com.cslk.yunxiaohao,,not found
com.landairsea.silvercloud,https://landairsea.com/pages/privacy-policy-for-purchases,success
instagram.instadownloader.video.downloader.story.saver,,not found
com.crazygenesis.coloringbook.oil.relax.paint,,not found
co.robin.cnuws,https://privacy-policy.courses.store/cnuws?defaultLanguage=EN,success
com.carrom.master.multiplayer.sgs,,not found
com.hankang.phone.run,,not found
com.Yigotech.RottenZombies,,not found
com.tutotoons.app.powergirlsfantasticheroes,https://tutotoons.com/privacy_policy/,success
com.nerrornik.wallpapersflowers,,not found
at.rsg.pfp,https://www.raiffeisen.at/de/meine-bank/raiffeisen-bankengruppe/datenschutz.html,"url found, download failed"
live.dripshop.app,https://www.dripshop.live/privacy,success
com.Slack,https://slack.com/trust/privacy/privacy-policy,success
com.phonegap.millerntor,,not found
com.ligup.ligup.santoDomingo,,not found
nl.speakap.brinks,,not found
games.buldogo.scopa,https://www.buldogo.games/privacy.html,success
com.olduck.hhwq,,not found
com.xhorse.assembly,https://s3.cn-northwest-1.amazonaws.com.cn/public-cn-northwest-1-1251058331/service/project/app-xhorse-java/ControlPannelWeb/html/info_en.html,success
com.subsplashconsulting.s_X6M4GK,https://subsplash.com/u/-X6M4GK/privacy-policy,success
com.rajekwesi.lovebird.ngetik.ngekek.offline,,not found
com.icabbi.westerncars,https://westerncars.assets.passenger.icabbi.com/privacy-policy-en.html,success
com.teamblind.blind,https://us.teamblind.com/setting/term_and_privacy,success
com.climax.homeportal.tw,https://tw.vestasmarthome.com/Vesta/terms_and_conditions.html,success
com.chi.Bus,,not found
com.linwo.yuzi,,not found
air.Trapcubes,,not found
com.Foot.Spa.Game,,not found
com.digitalinsight.cma.fiid01656,https://ascentbank.com/privacy-and-security,success
com.baseva.greenville.zombies,https://www.baseva.com/PrivacyPolicy.cshtml,success
com.acceo.nomade_tel,https://acceoconstruction.com/politique-de-confidentialite/,success
com.tianxingjian.superrecorder,https://v2.static.superlabs.info/superrecorder/privacy/gp_index.html?lang=en,success
com.xfinity.digitalhome,https://www.xfinity.com/privacy/policy,success
com.subsplashconsulting.s_C45H6D,https://www.subsplash.com/legal/privacy,success
com.ryohei.haruki.Anaguma,,not found
ru.auto.ara,https://yandex.ru/legal/auto_ru_privacy_information/ru/,success
developers.nicotom.ntfut23,https://termify.io/privacy-policy/XF3j2dOBmM,success
huskydev.android.watchface.color,https://mediation-project-d483b.web.app/privacy-policy.html,success
com.risesoftware.springlineoffice,https://www.vts.com/privacy,success
com.MSC.myMSCApp,https://mymsc.com/mymsc/Home/TermsandConditions,success
jp.digitallab.diamond,,not found
com.appgeneration.mynewsfree,,not found
com.spartangrp.dealer,https://spartangrp.com,success
com.moninvai,,not found
com.cvb.members,,not found
co.bolton.prcl,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,success
com.appstrend.ai.engine.tools,http://minorbugs.com/privacy-policy.html,success
com.plugindigital.chroniricXIX,,not found
com.PoshToffeeGames.BunkerZ,,not found
com.mykeyboard.myphotokeyboard.icelandickeyboard,,not found
com.v2.portpro,https://www.portpro.io/privacy,success
air.com.CandySlacking,,not found
com.pondev.stickmanvsvirus,,not found
com.BenzylStudios.hoarding.photoframes,https://benzyllabs.com/privacypolicy.html,success
com.essentl.myeo.youngliving,,not found
com.tamasenco.friendscartel.bid.friends.sale.online.social.free.game.ffs,,not found
com.masmovil.energia,https://masmovilenergia.es/legal/privacidad,success
com.kakaogames.wdfp,,not found
co.alexis.bhapy,https://privacy-policy.courses.store/iukczk,success
app.minicollector.com,https://minicollector.dapper-apps.co/docs/privacy_policy.html,success
one.immerzion.wow,,not found
mn.everestsolution.moni,,not found
com.lr.indian.city.cab.mobile.driving.sim,,not found
com.ii.otsabh.congress,,not found
com.gamesdj.desafiando,,not found
com.app.loveharmony,,not found
com.etimafricawonder.connectsocial,https://tdreport.com/trendsaccountremoval/Privacypolicy.html,success
pro.cointr,,not found
com.calucky.studio.zumba.deluxe,,not found
com.referencehunt.lasers,,not found
com.voltshare.charging,https://www.voltshare.co.uk/privacy-policy,success
com.mrai.chatapp,https://mrai.org.in/privacy-policy-forapp.html,success
com.vivo.space,,not found
com.tranzita.angry_belly,https://stacklytics.web.app/mandideep-tasty-bites-privacy-policy.html,success
com.mightybell.corporaterebels,,not found
com.heavenorhell.angelordemon1,,not found
iomnor.ncxvb.sdfwet,,not found
com.nextgenrodeo.app,https://rodeologistics.co/privacy-policy/,success
kr.co.pnv.petview,,not found
dk.bilka.app.release,https://www.bilka.dk/plusprivatlivspolitik,success
org.is58mti.spanish,http://is58mti.org/app-privacy-policy/,success
com.chatterbug.chatterstreams,,not found
com.careerbuilder.SugarDrone,,not found
com.app.umt,https://umt-mobile-applicati.flycricket.io/privacy.html,success
com.gamegos.mobile.manorcafe,http://www.gamegos.com/privacypolicy/,success
com.iiab.mobilebanking,https://iiabank.com.jo/content/uat/privacy/priv-statement/english/index.html,success
com.tencent.edu,,not found
com.eitwze.find.the.differences.games,https://docs.google.com/document/d/e/2PACX-1vR2JKeMQS5U9mPRUE4aLZIDfWT37GT_D97il0L96U04cKkvyf-dugfqEhj2Vjipi9U8Dte84OiVulLV/pub,success
com.gtp.nextlauncher.theme.colorshow,,not found
com.wedbox.planning,https://wedsly.com/pages/privacy-policy,success
radio.a4,http://www.e-droid.net/privacy.php?ida=2267056&idl=en,success
com.brighthorizons.app,https://www.brighthorizons.co.uk/statutory-information/privacy-policy,success
com.timuzsolutions.trainsimulator2016,http://timuz.com/mobilegames/privacypolicy.html,success
com.newstory.ChainsawSwing,,not found
com.keyboardshub.englishkeyboard.assamesekeyboard.asamiyakeyboard,https://nenosofttechnologies.blogspot.com/p/other-apps-warm-welcome-to.html,success
com.tg.Coach.Bus.Simulator.New.bus.driving.game,https://coachbussimulatornewbusdrivinggame.blogspot.com/2021/03/privacy-policy-effective-date-march-16.html,success
com.rbstudio.supermariadventure,,not found
br.com.rodrigokolb.realbass,https://www.kolbapps.com/privacy_policy.html,success
com.Bismillah.Kurikulum2013.BukuSiswaKelas5Tema6Revisi2017,,not found
com.aloolahma.app,https://aloolahma.com/pages/privacy-policy,"url found, download failed"
com.skypicker.main,https://www.kiwi.com/privacy,success
com.limebike,https://www.li.me/privacy/,success
com.techhubgames.modern.car.parking.master.car.parking,,not found
com.blueframetech.ncrha,,not found
com.tabtale.genesis,,not found
com.ShrewsburyEats.customer,https://www.shrewsburyeats.co.uk/privacypolicy,success
com.apptive.android.apps.accessdoors,,not found
com.greensparker.myfrenchalphabets,,not found
com.fullhook.books6schoolsprimiry1122023,,not found
com.perfectgym.perfectgymgo2.crunchaustralia,,not found
io.loot.lootapp,,not found
spring.lilac.flowers.magic.lwphq,,not found
com.singletonchallenge,,not found
com.imagiration.math,http://imagiration.com/privacy-policy/,success
com.real.RealPlayerCloud,http://www.realnetworks.com/privacy-policy,success
com.mauricio.notasFiscalesV2,,not found
com.novanet.AFFAppPublica,https://www.faf-aff.eus/pnfg/NNws_ShwNewDup?codigo=1062772&cod_primaria=1000057&cod_secundaria=3001856,success
com.frecuento.app,https://www.frecuento.com/ayuda/politica-de-privacidad/,success
com.blyts.trucolite.activities,https://en.blyts.com/page/privacy,success
air.com.nhncorp.jrapp,,not found
com.trainerize.marathonfitness,http://www.trainerize.com/privacy.aspx,success
com.arcadeh.CrazyDentist,,not found
eu.duong.picturemanager,https://jd-apps.eu/privacy-policy/,success
com.hikersbay.mapsofflinemexico,,not found
com.perimeter81.android,https://www.perimeter81.com/privacy_policy,success
nl.sitedish.sakura,https://www.sitedish.nl/privacybeleid,success
com.goodville.goodgame,https://www.goodville.me/privacy-policy,success
com.trainerize.fitgolfergirl,http://www.trainerize.com/privacy.aspx,success
com.opensooq.OpenSooq,https://www.opensooq.com/en/termOfUse,success
nl.qarin.goan,,not found
com.cadmiumcd.aapdcontainer2016,http://www.cadmiumcd.com/cadmiumcd/privacy.asp,success
air.spacecannonsdemo,,not found
com.malt.app,https://www.malt.com/about/privacy,"url found, download failed"
com.open_heavens,http://eopenheavens.com/#privacy,success
com.ilife.home.global,http://www.iliferobot.com/about.aspx?TypeId=141&FId=t1:141:1,success
io.segistics.acornauctions,,not found
com.DOCgames.UNSTACKED,,not found
com.square.laadelita,,not found
com.farmers.mobile.android,https://www.farmers.com/disclaimer/signal/privacy-policy/,success
com.clarkson.hexquest,,not found
com.gofrugal.EarnSmart,http://www.gofrugal.com/privacy-policy.html,success
com.bwt.athomeapp,https://account.bwt-group.com/TermsAndConditions/BWTBestWaterApp,success
com.trainerize.maxsportsperformancellc,http://www.trainerize.com/privacy.aspx,success
air.com.kidsopia.Abacus,,not found
com.mightybell.road2success,,not found
com.kchannels.robi.circle.app,,not found
com.fc.crazybomber,https://landing.flycricket.io/crazybomber/6a203b64-bbc1-4afc-b389-d7f9cee27eca/?t=1695021887&_gl=1*11uj2w8*_ga*MTg1MzM2MzUyNS4xNjk0NzU1ODY5*_ga_P77BJ8Z1XM*MTY5NTAyMTg3NC40LjAuMTY5NTAyMTg3NC4wLjAuMA..,success
com.subsplashconsulting.s_DBB8MS,,not found
com.blockot.spider.air.fighter,,not found
com.scan.pdf.picture,,not found
com.hkdballpark.app,https://www.fighters.co.jp/company/privacy/,success
com.vaciniti.app.app57eedc6e0ab94,,not found
com.magikbee.google_kidsbeetv_learning,http://magikbee.com/privacy-policy,success
cvmaker.softaxes.resume.builder,https://cardsapp.com/resumebuilder1/privacy/,success
com.rktech.objectivemathematics,https://sites.google.com/view/rktechnology2019/home,"url found, download failed"
com.wtftruck,https://wheresthefoodtruck.com/legal/,success
com.zentity.sbank.csobsk,https://www.csob.sk/pravidla-ochrany-sukromia,success
life.yet.yet,,not found
com.gronda.app,https://business.gronda.eu/en/data-protection-regulations/,success
com.shikudo.focus.google,https://site.shikudo.com/privacy-policy,success
com.bhappdevelopment.jakeperkins,,not found
com.inverseai.audio_video_manager,https://docs.google.com/document/d/1xG2r3ux0BXdwWyQiHwj5UCHrWptgV8M2Dx9h1QpJXOI/edit?usp=sharing,success
com.WholeHartedStudios.MOVIECROSS,https://app.termly.io/dashboard/website/28618399-d9f0-40ba-b84b-909ec3689856/privacy-policy,"url found, download failed"
com.metamoki.weed,https://www.metamoki.com/privacy-policy.html,success
com.windplay.xjjp,,not found
com.lucentGK.Bookenglish,,not found
movistar.android.app,https://descubre.movistar.co/tyc-aplicaciones-aplicacion-movil/,success
com.HalfBite.SmallBusiness,https://docs.google.com/document/d/1YhOqAmNTQy24ft_Fvhfn9h6GTmB07nbR/edit?usp=sharing&ouid=102670727698713090531&rtpof=true&sd=true,success
com.steamboat.heygroop,https://heygroop.com/privacy/,success
com.appmk.book.AOVDMEHCGQBABIJDN,,not found
com.telltalegames.batman100,https://telltale.com/privacy-policy/,success
com.devamilabs.slmusickeyboard,https://sites.google.com/view/slmusickeyboard/home,success
com.frequency.sounds.vibes,https://dwlegends.github.io/frequency-sounds/,success
com.subsplashconsulting.s_QZ9ZXG,http://www.subsplash.com/legal/privacy,success
kr.or.kftc.mobilewallet,,not found
com.askmedia.mebeink,https://www.mebmarket.com/?action=TermOfUse,success
com.migtd64gd.app763096804363,https://88471.hostmypolicy.com/,success
easyme.meudinheiro,https://www.meudinheiroweb.com.br/politicasdeprivacidade,success
com.octopod.littleangels,https://www.octopod.co.in/privacy,success
com.bfansports.lourugby.prod,https://admin.bfansports.com/lourugby/privacy,success
com.easygo.wawaji,,not found
dev.belka.zabl,,not found
victory.card.crazy.NewCardDuel.fight,https://docs.google.com/document/d/1-VF9cYxaigK0tBv97gIFaTdijPqn_n0E0zRc3PZS5LU/edit?tab=t.0,success
com.ostrommobile,https://www.ostrom.de/privacy-policy,success
com.gk.themeparkfun3d,https://www.sciplay.com/terms-of-service#!/privacy,success
com.cutlio.the.barber,https://tekica.biz/privacy,success
com.toorai.drilMiner,https://okirou.com/policy/privacypolicydrilminer,success
com.jobrapp.jobr,http://inside.monster.com/fullpolicy/inside2.aspx,success
pk.furr.app.android,,not found
com.resumeplay.speedscramble,,not found
com.orange.mysosh,https://applications-et-logiciels.orange.fr/applications/my-sosh-notice-dinformation-sur-protection-des-donnees-personnelles,success
com.nhn.android.search,https://policy.naver.com/policy-mobile/privacy.html,success
net.wooga.junes_journey_hidden_object_mystery_game,https://www.wooga.com/privacy-policy/,success
com.dadaxonxx.TeamCet,,not found
com.quest.trendyfarms,,not found
com.freezetag.munzee,https://www.munzee.com/privacy/,success
com.mymoney.sms,,not found
co.rogers.gkmdz,https://privacy-policy.courses.store/gkmdz,success
com.dhapps.funnycat,,not found
com.langtern.chinese,https://langtern.com/public/doc/en/privacy.html,success
com.blueorangebison.arbre,https://arbretech.com/privacy-policy,"url found, download failed"
com.senspark.stickwar3,,not found
com.cyberlink.photodirector,https://www.cyberlink.com/prog/ap/app-privacy-redirect.jsp?,success
com.av.ol.kitchenapp,https://www.orderlord.com/privacy-policy/,success
co.kevin.vqbra,,not found
org.joa.zipperplus7,http://zipperapp.cafe24.com/zipper7_privacy_policy.txt,success
br.com.tapps.dogevolution,http://pp.tappsgames.com/?app=br.com.tapps.dogevolution,success
com.bibleproject,https://bibleproject.com/privacy/,success
com.ept.apl,,not found
com.gallusgolf.c1134.android.shannonlake,https://gallusgolf.com/privacy,success
com.anuefund.investor,https://www.anuefund.com/news/detail/638/21,success
com.shvagerfm.bestronger,http://shvagerfm.com/privacy_bestronger.html,success
com.pangea.android,https://pangeamoneytransfer.com/privacy.html,success
br.com.rcontrol,https://rcontrol.com.br/politica_privacidade.html,success
com.snowy.demontower,,not found
com.cgs.steering.wheel.evolution.transformation.game,,not found
com.lucidcentral.mobile.lucid.fruit_fly_larvae,https://apps.lucidcentral.org/privacy.html,success
com.moviles4getb,,not found
com.sunwings.videoeffectnew.videoeditor.videoslideshowapp,,not found
co.jarvis.phnx,https://privacy-policy.courses.store/phnx?defaultLanguage=EN,success
com.bnpp.easybanking,https://www.bnpparibasfortis.be/en/public/data-privacy,success
id.compro.rsudilagaligo2,,not found
fr.playsoft.lefigarov3,https://mentions-legales.lefigaro.fr/le-figaro/politique-de-confidentialite-figaro,success
